paper_id,reviewer_id,reviewer_type,model_name,item_number,correctness_primary,correctness_secondary,significance_primary,significance_secondary,evidence_primary,evidence_secondary,correctness_agree,significance_agree,evidence_agree
84,Human_1,Human,,8,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_1,Human,,9,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_1,Human,,10,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_1,Human,,11,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
84,Human_1,Human,,12,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_1,Human,,13,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
84,Human_1,Human,,14,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_1,Human,,15,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,1,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,2,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,3,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,4,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,5,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,6,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,7,Correct,Correct,Significant,Marginally Significant,Sufficient,Sufficient,True,False,True
84,Human_2,Human,,8,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,9,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,10,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,11,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,12,Correct,Correct,Marginally Significant,Significant,Sufficient,Sufficient,True,False,True
84,Human_2,Human,,13,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,14,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,15,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,16,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,17,Correct,Correct,Not Significant,Marginally Significant,,Requires More,True,False,False
84,Human_2,Human,,18,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,19,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,20,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,21,Correct,Correct,Marginally Significant,Marginally Significant,Requires More,Requires More,True,True,True
84,Human_2,Human,,22,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,23,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,24,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,25,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,26,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,27,Correct,Correct,Marginally Significant,Marginally Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,28,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,29,Correct,Correct,Significant,Significant,Sufficient,Sufficient,True,True,True
84,Human_2,Human,,30,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,31,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,32,Correct,Correct,Not Significant,Not Significant,,,True,True,False
84,Human_2,Human,,33,Correct,Correct,Not Significant,Not Significant,,,True,True,False
